;;;;;
0.72;0;0;0.74;1.04;9.03
0.28;0.69;0;0;0;0
0;0.31;0.75;0;0;0
0;0;0.25;0.77;0;0
0;0;0;0.23;0.63;0
0;0;0;0;0.37;0
