;;;;;;;;;;
0;0;0;0;0;0;0;0;0;0;150
1;0;0;0;0;0;0;0;0;0;1563
0;1;0;0;0;0;0;0;0;0;811
0;0;0.1105;0;0;0;0;0;0;0;0
0;0;0;0.711;0;0;0;0;0;0;0
0;0;0;0;0.76;0;0;0;0;0;0
0;0;0;0;0;0.429;0;0;0;0;0
0;0;0;0;0;0;0.367;0;0;0;0
0;0;0;0;0;0;0;0.069;0;0;0
0;0;0;0;0;0;0;0;0.429;0;0
0;0;0;0;0;0;0;0;0;0.9;0.99
